"Professor","Class_Code","Class_Name","Dept","Dept.Type","Overall_Rating","Easiness","Clarity","Workload","Helpfulness","Average_A_Plus","Average_A","Average_A_Minus","Average_B_Plus","Average_B","Average_B_Minus","Average_C_Plus","Average_C","Average_C_Minus","Average_D_Plus","Average_D","Average_D_Minus","Average_F","Avg_GPA","Review","Review.Quarter","Reviewer.Grade"
"Eran Zaidel","PSYCH 15","Introductory Psychobiology","PSYCH","non-stem",3.7,1.4,3.3,1.6,3.4,0.0425,0.135,0.159,0.109,0.271,0.1,0.0675,0.045,0.049,0,0.0095,0,0.013,3.07905,"Professor Zaidel is truly intelligent. He has a good grasp of the material, knows what he's talking about, and generally concerned about students' progress and understanding. Definitely recommend, as long as Krasne isn't in the mix.",NA,NA
"Michael S Fanselow","PSYCH 112B","Psychobiology of Fear and Anxiety","PSYCH","non-stem",3.2,1.3,3.7,1.3,3.2,0.0376666666666667,0.336333333333333,0.155333333333333,0.124666666666667,0.167333333333333,0.0493333333333333,0.053,0.041,0.011,0,0.0206666666666667,0,0.003,3.3606,"Great lectures, super knowledgeable.Lecture is heavily based on experiments and their findings. No textbook is needed, since all class materials are the lecture powerpoint slides and a few readings (optional). Lecture is not podcasted, so definitely would recommend to audio record and create detailed notes after each lecture (either by yourself or collaborate with others) to understand the concepts covered in class and to prepare for the quizzes.Since there is no midterm/final, the grade is based on 4 quizzes (approximately 3-4 lectures per quiz). Each quiz is 6 short answers (free response that can be answered in ~4 sentences) about overall concepts and experiments. The score is curved (average for 1st quiz is ~6/12, which is ~C+/B- after converting it into a 4.0 scale). The best score counts 37.5% of your grade, and the worst score counts 12.5% of your grade. The middle 2 each count 25%. The quizzes are not cumulative, but they require knowledge of prior material.Overall, a great class for psychobiology.","Fall 2019","A"
"Jeremy Trott","PSYCH 112B","Psychobiology of Fear and Anxiety","PSYCH","non-stem",5,3.7,5,4.3,5,0.1495,0.4575,0.1085,0.0785,0.119,0.007,0.0285,0.037,0.015,0,0,0,0,3.62945,"Professor Trott is a great lecturer.  He works hard to make sure his lectures have a narrative-like flow which is really helpful considering we cover so many different experiments.  He is very well-spoken and clearly explains each experiment/paradigm without overcomplicating them.  All the lectures are also recorded.","Spring 2023","A+"
"Edward W Dunbar","PSYCH 136B","Nonexperimental Methods in Social Psychology","PSYCH","non-stem",3.4,2,4.6,1.6,3.8,0.154,0.154,0.077,0.154,0.231,0.231,0,0,0,0,0,0,0,3.3418,NA,NA,NA
"Yuen J Huo","PSYCH 136B","Nonexperimental Methods in Social Psychology","PSYCH","non-stem",3,1.8,2.8,1.9,2.8,0.0315,0.3293,0.2361,0.2011,0.1284,0.0338,0.0258,0.0094,0,0.0025,0,0,0.0019,3.53825,"I can't compare this to other psych lab classes, but I will say that this was definitely a much easier and more enjoyable class than I thought it would be. Professor Huo has pretty low bruinwalk ratings and most of them seem to stem from taking 135 with her. I took the social psych lab with Professor Huo and it's incredibly clear that she really cares about her students. She always went out of her way to help and she (along with the TA, Mako) was very friendly and approachable. You can really tell that she WANTS you to do well in the class.","Fall 2018","A"
"Elizabeth L Bjork","PSYCH 98TB","Love and Sex in 21st Century: Critical Look at Myths, Media, and Movements","PSYCH","non-stem",3,1.8,3,1.2,3.8,0,0.286,0.143,0.214,0.214,0.071,0.071,0,0,0,0,0,0,3.3763,NA,NA,NA
"Letitia Anne Peplau","PSYCH 98TB","Love and Sex in 21st Century: Critical Look at Myths, Media, and Movements","PSYCH","non-stem",3.8,1,3.2,1.2,3.2,0,0.526,0.263,0.158,0.053,0,0,0,0,0,0,0,0,3.7575,NA,NA,NA
"Patricia W Cheng","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",3.4,2.9,2.6,2.5,4.5,0.092125,0.231875,0.243,0.1669375,0.171125,0.053,0.021,0.0125625,0.0050625,0.0025,0,0,0,3.48775,"Professor Cheng definitely cares about her students and wants to make sure we're prepared and capable of completing the final project, but sometimes her advice/insights/notes on these projects are difficult to understand. My group initially thought we had a solid experiment idea and Professor Cheng approved it, then later on she discouraged us from our method and tried to steer our project in a different direction, so it would've been nice to have clearer expectations before committing to a study design. The nice aspect of this class is that you're given a lot of freedom to brainstorm experiment ideas and conduct your own study (within the limitations of the class), and the workload isn't too bad as long as your group splits the work equally. There's also no exams! Overall, it's a decent class and a good introduction to the experimental process","Fall 2021","A"
"Courtney Clark","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",3,3,3,3,3,0.808,0.154,0,0,0.038,0,0,0,0,0,0,0,0,3.962,"okay class","Spring 2016","A"
"Stephen A Engel","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",4,2.1,4.3,2.3,3.6,0.125,0.25,0.25,0,0.25,0.063,0,0.063,0,0,0,0,0,3.4711,NA,NA,NA
"Keith Holyoak","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",2.7,2.2,3,2.7,3.3,0.0915,0.30225,0.1485,0.128083333333333,0.156166666666667,0.0506666666666667,0.03575,0.0354166666666667,0.0248333333333333,0,0.00925,0,0.0170833333333333,3.35695,"Dr. Holyoak is a sweet and caring professor. His presence was pleasant in lab and he was always willing to help with our papers/projects. I think what truly matters in this class though is the TA. We had a wonderful TA this quarter - shout out to you Maureen, you rock! - and I'm not sure if she TAs every time but that definitely matters.You have 2 written assignments and one big group project where you conduct a study, collect and analyze data and write a long paper with your group. It sounds intimidating but Dr. Holyoak and his TA are there to help you the entire time and they were even willing to revise and give feedback multiple times before the final submission.Great lab!","Winter 2020","NR"
"Hongjing Lu","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",5,4.5,4.5,4,5,0.0664285714285714,0.492285714285714,0.198285714285714,0.122571428571429,0.0761428571428571,0.013,0,0.00614285714285714,0.0178571428571429,0,0.00714285714285714,0,0,3.68631428571429,"Professor Lu is a fantastic professor who cares deeply about students. Mary, our TA, was probably the best TA I have had in my two years at UCLA. She's super caring and goes out of her way to make sure that students understand what is being asked for.","Winter 2021","A"
"Donald G Mackay","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",1.8,1,3.8,1,2.4,0.146666666666667,0.276833333333333,0.172,0.1575,0.171666666666667,0.0531666666666667,0.008,0.00616666666666667,0.0075,0,0,0,0,3.55218333333333,"Class was easy, but make sure you look over your final papers for little details and mistakes. It's not as hard as 100B and not as nitpicky, but TAs can grade hard for you not knowing basic APA format. Overall it's a nicer version of 100B since you go slower - not sure why 100B wasn't modeled like this to begin with!",NA,NA
"Sean P McAuliffe","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",2.8,2,3,2.6,3,0.0874285714285714,0.317571428571429,0.231285714285714,0.197142857142857,0.0604285714285714,0.058,0.0101428571428571,0.012,0.00685714285714286,0,0,0,0.0194285714285714,3.5232,NA,NA,NA
"Russell A Poldrack","PSYCH 121","Laboratory in Cognitive Psychology","PSYCH","non-stem",3.4,2.2,3.2,2.6,3.2,0.125,0.25,0.25,0,0.25,0.063,0,0.063,0,0,0,0,0,3.4711,NA,NA,NA
"Kim Elsesser","PSYCH M165","Psychology of Gender","PSYCH","non-stem",4.1,3.3,4,3,3.9,0.0326666666666667,0.214,0.230666666666667,0.144,0.201,0.104666666666667,0.034,0.0173333333333333,0.007,0.00466666666666667,0,0.002,0.00866666666666667,3.33316666666667,"tl;dr: take this class.","Winter 2018","A"
"Negin Ghavami","PSYCH M165","Psychology of Gender","PSYCH","non-stem",5,2,5,5,5,0,0.07975,0.17875,0.13425,0.15975,0.1465,0.06425,0.05775,0.05075,0.048,0.00575,0.024,0.05,2.7327,"Professor is extremely engaging and enthusiastic making the subject material more interesting. The class is very interactive with group discussions to better understand topics. Pay attention to lecture examples to do well on the exams. Exams are about half short answer, and half lecture based (70% lecture, 30% textbook). Be sure to memorize all of the powerpoint slides to do well on the short answer because she can be very specific of what she is asking. Also daily quizzes based off the textbook reading before class.","Summer 2017","B+"
"Andrew Christensen","PSYCH 127","Abnormal Psychology","PSYCH","non-stem",3.6,1.8,3.6,1.6,3.4,0.03,0.106,0.091,0.071,0.162,0.106,0.096,0.212,0.045,0.025,0.02,0.02,0.015,2.675,"I took 127A with Christensen and it was pretty tough. Abnormal psychology is super interesting, but Christensen expects you to really know your stuff. His exams are super tricky and the questions can be pretty nitpicky. I think what happens is that everyone usually screws up on the third midterm and the final, so be sure you really, really study for that.",NA,NA
"Vickie M Mays","PSYCH 127","Abnormal Psychology","PSYCH","non-stem",2.3,2.3,2.2,2.5,2.5,0.038,0.255,0.085,0.075,0.151,0.066,0.047,0.179,0.019,0,0.019,0,0.066,2.8826,"I loved the content and materials of this class all except Professor Mays. I worked hard for an A but never liked her teaching style or lack of it.  She is unorganized and full of herself. When someone questions or challenges her she shrugs it off by senseless rants. Her exams are poorly written (for someone who holds a PhD) and incomprehensible. You could feel that she does NOT genuinely care for her students' learning. I love UCLA but I hope you filter out and check tenured professors like her who does not keep up with the standards of higher education.","Spring 2017","A"
"Rena Repetti","PSYCH 127","Abnormal Psychology","PSYCH","non-stem",3.4,1.9,3.7,1.8,3,0.038,0.138,0.168,0.097,0.133,0.125,0.087,0.077,0.054,0.015,0.023,0.018,0.028,2.8832,"This was the worst professor I have ever had. She was so rude to all her students and extremely condescending. I once asked for clarity and she ridiculed me. The tests are very hard because she picks something mentioned once in the book and its very unfair if you don't have the best memory. The only good thing about this class is that she drops the lowest test score but other than that, your entire grade is based on the test and every question is 1% of your grade. Don't take it with this professor if you are not good at memorizing an entire book.","Winter 2020","C"
"Cindy M Yee-Bradbury","PSYCH 127","Abnormal Psychology","PSYCH","non-stem",3,2,3.2,2.2,3.3,0.038,0.138,0.168,0.097,0.133,0.125,0.087,0.077,0.054,0.015,0.023,0.018,0.028,2.8832,"I would highly recommend her.  Her lectures are very interesting and as long as you take good notes you can manage to do well on the exams.  She usually co-teaches this course with professor Repetti which is not as effective as Yee-Bradbury, but over all I think the class was not hard as long as you do the readings and take good lecture notes.  The exams are not tricky at all they are straight forward.",NA,NA
"Idan Blank","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",3.7,2.7,3.9,2.6,4,0.279,0.36625,0,0.20825,0.066,0,0.06025,0.01,0,0.0025,0.00225,0,0.005,3.6303,"I would never want to take this class again with this professor and TA. The professor didn't allow students to send him emails. The TA literally knew nothing. Her catch phrase was ""I don't know."" Weekly assignments were pretty dense and took a long time to finish. Participation mattered. Group projects were horrible if you didn't get good team members. I finished all the work by myself. The final exam is a multiple-essay test. Although not hard, I spent the whole 3 days to finish it.","Fall 2020","A"
"Susan B Carrigan","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",2.2,1.8,2.2,2.4,2.4,0.0386666666666667,0.208666666666667,0.173333333333333,0.127333333333333,0.149,0.0533333333333333,0.0863333333333333,0.073,0.0263333333333333,0,0.0263333333333333,0,0.038,3.05753333333333,"The whole class was asynchronous and she didn't even have office hours so she just posted lectures and required us to do the textbook readings. The lectures were long and full because she was nocturnal and filmed everything at night, so she was always whispering. I ended up dropping the class during week 10 because I knew I was failing it. The midterm was incredibly hard and the grading on the video presentations was harsh, so I didn't stand a chance. I dropped the class.","Spring 2020","I"
"Courtney Clark","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",5,4.5,5,5,5,0.105,0.217,0.129,0.179,0.1475,0.0805,0.0545,0.033,0.0215,0.005,0.014,0.009,0.005,3.27055,"The class was very interesting and also very easy.  Courtney is really approachable and always willing to answer any questions you may have. The slides are posted and the exams questions come from information straight from the slides, so the textbook is unnecessary. Overall, a fun and chill class.","Winter 2019","A+"
"Lucy Cui","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",5,3,5,5,5,0.514,0.186,0.086,0.071,0.029,0.029,0.014,0.029,0,0.014,0,0,0.029,3.6262,NA,NA,NA
"Viyehni Fuchser","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",3,2,2,4,2,0.026,0.079,0.211,0.184,0.211,0.053,0.026,0.079,0.026,0,0.026,0,0.079,2.872,"This is for 120B with Professor Fuchser. He has changed his curriculum due to complaints from previous students and made the tests somewhat easier and allowed a 3x5 note card for the final. His lectures are hard to follow and he mumbles for most of it. Luckily he records his lectures but it is still very hard to catch what he's saying even in the recording. He had easy reflection assignments each week that were 16% of the grade, exams were 37% of your final grade, and 10% was a final project. Class average was a B, good luck w this class","Winter 2023","B"
"Philip Kellman","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",3.3,2.4,3.1,2.7,3.6,0.0118,0.318,0.0923,0.129,0.1928,0.0434,0.0692,0.0858,0.0357,0.0022,0.0087,0.0011,0.0107,3.18577,"Selling my Paperback Course Reader. It has some light underlining in it, but other than that is in really good condition. I took this class in Fall of 2020, but used a Course Reader from 2018- which Kellman said was totally fine. He's swapped out some of the readings, so note that this reader might not have ALL of the readings you need for your quarter, but when I took this course, my class mates were kind enough to send me PDF's of the articles I was missing. The readings are DENSE and your grade is based entirely on discussion of the readings, so it was definitely helpful for me to have a hard copy as opposed to the online PDF version. $40 (includes shipping). Email ************* if you want it.","Fall 2020","A"
"Sean P McAuliffe","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",2.7,2.2,2.5,2.9,3.2,0.037875,0.161,0.11875,0.121,0.114375,0.09825,0.099125,0.13525,0.06,0,0.03175,0,0.023125,2.8748125,"This class is unlike other psychology/life science classes. It questions theoretical probabilities rather than simply lecturing facts and expects the students to form their opinions while remaining open-minded on topics such as consciousness, free will, and judgement.","Summer 2020",NA
"Everett Mettler","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",4,4,3.2,4.8,3.7,0.087,0.531,0.191,0.11,0.0575,0.019,0.0045,0,0,0,0,0,0,3.77585,"The Professor is nice and his lectures are usually pretty good. He tends to read off the slides a lot. The workload isn't bad at all because the readings are more recommended than required. The tests weren't too difficult either, especially since he made the final a take-home test. As long as you keep up with the material and study before the midterm and final, you should be fine. There are also group quizzes, so it would be helpful to form a group to do the quizzes with early on.","Winter 2023","A"
"Russell A Poldrack","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",3.3,2.5,3.7,2.5,3.2,0.0365,0.2065,0.0725,0.085,0.2495,0.0795,0.0605,0.1005,0.0945,0,0.015,0,0,2.9997,"Best Professor I have ever had. He's difficult, but what good professor isn't right? I never ever ever missed one of his classes even though they were podcast because I enjoyed him so much. I wish he taught more of my classes. Let me rephrase, I wish he taught all of Professor Cheng's classes.",NA,NA
"Jesse Rissman","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",4.5,3.3,4.5,3.4,4.1,0.101714285714286,0.221142857142857,0.140428571428571,0.115714285714286,0.166,0.0698571428571429,0.0331428571428571,0.0721428571428571,0.0224285714285714,0.0125714285714286,0.0232857142857143,0.004,0.0171428571428571,3.18055714285714,"for anyone reading during the 2021-22 school year:-------------------------------","Winter 2019","A"
"Julia Schorn","PSYCH 85","Introduction to Cognitive Science","PSYCH","non-stem",4,3,4,3,4,0.148,0.3405,0.0315,0.1715,0.101,0.021,0.095,0.0775,0.0105,0,0.0045,0,0,3.39205,NA,NA,NA
"Zili Liu","PSYCH 186B","Cognitive Science Laboratory: Neural Networks","PSYCH","non-stem",3.2,1.7,2.7,1.3,3.8,0.0212222222222222,0.257333333333333,0.157555555555556,0.217888888888889,0.137666666666667,0.103777777777778,0.0328888888888889,0.0314444444444444,0,0.00744444444444444,0.007,0,0.0262222222222222,3.26462222222222,"6 Homework, 1 group project and 1 final. Class's curved.The workload is intense and material are pretty hard, but you learn a lot.Dr. Lu and my TA Joseph are great! They are always willing to help!","Winter 2018","A+"
"Dario L Ringach","PSYCH 119R","Neurobiology of Visual Cognition","PSYCH","non-stem",3,2.5,3,2.3,3,0.15,0.175,0.2,0.325,0.125,0.025,0,0,0,0,0,0,0,3.555,"Dr. Ringach is doing a really good job  in my opinion. He really makes an effort to communicate with students and provide latest updates in brain research and neuroscience.I would say he is a good teacher and fair grader even though material is very complicated! As long as you go to lectures and at least make an effort to read the assigned articles you are all set. it woths it to work hard for his class because your grade unlike a lot of psych classes is going to be a reflection of the amount of work you put in it.",NA,NA
"Howard S Adelman","PSYCH 132","","PSYCH","non-stem",3.1,2.7,2.9,3,3.1,0,0.051,0.193,0.228,0.234,0.132,0.071,0.056,0.02,0,0.005,0,0.01,3.0432,"Professor Adelman is genuinely one of the best professors I've ever had. He genuinely cares about his students and what he teaches. He was a clinical psychologist who worked in schools and has a heart of gold.People who don't do well in this class are often those who don't go to lecture. Go to lectures and do the readings! Also, go to office hours, he is extremely helpful.","Spring 2019","A"
"Kate Wassum","PSYCH 112A","Basic Processes of Motivated Behavior","PSYCH","non-stem",3,2.7,2.8,3,3.6,0.0722222222222222,0.209888888888889,0.136444444444444,0.126555555555556,0.162777777777778,0.102222222222222,0.0763333333333333,0.0485555555555556,0.0197777777777778,0.0142222222222222,0.0141111111111111,0,0.0165555555555556,3.15415555555556,"OVERVIEW- 9/10 would recommend- Personally didn't experience any negative interactions with Professor Wassum in discussions/office hours like other reviews have mentioned- Very clear powerpoint slides, but requires viewing lecture to get full content- No textbook— all sources are provided (bless up)","Winter 2021","A"
"Aaron P Blaisdell","PSYCH 112D","Animal Cognition","PSYCH","non-stem",3,2.4,3.6,2.1,3.3,0.426,0.451833333333333,0.0678333333333333,0.0185,0.0246666666666667,0.005,0,0.00616666666666667,0,0,0,0,0,3.9232,"Genuinely an informative, discussion-based class.","Winter 2021","A"
"Viyehni Fuchser","PSYCH 120B","Sensation and Perception","PSYCH","non-stem",5,4,3,4,3,0.197,0.192,0.192,0.162,0.111,0.061,0.045,0.02,0.01,0,0,0.005,0.005,3.4627,"The nature is that 120B is just more difficult than 120A. During the time I took 120B with Fuchser, he was a quiet lecturer and mumbled a bit but was clearly passionate about the work he was presenting. Thankfully lectures were recorded and discussion sections were not mandatory. He received criticism about the exams being difficult but honestly it wasn't that bad (although be aware that I took interest in this content, despite how nuanced it could be at times, so my interest probably helped me study and engage with the content more). He also let us use one notecard as a cheat sheet for the final. The assignments were easy, it was just a one-page ""reaction paper"" of what we learned that week; it was very open-ended and graded pretty much on completion. There was also a final project where you read an article and make a presentation on it. I had a lot of fun with it because I found the article interesting. Going to his office hours was also nice because he's very approachable and enjoyed explaining the concepts in depth. Overall, if given the chance, I would say to take this class with Fuchser.","Winter 2023",NA
"Philip Kellman","PSYCH 120B","Sensation and Perception","PSYCH","non-stem",3.3,2.3,3.6,2.4,4.7,0.007,0.222,0.123,0.074,0.2035,0.106,0.059,0.1255,0.0365,0.005,0.0215,0.0015,0.016,2.9898,"okay, so the material a little dense/boring/dry. But Kellman makes it pretty interesting. He's funny, and he is a good professor. If you read the text, attend lecture and take notes, and go to discussion, you should be fine. He even offers extra credit. I got B's on both exams, an A on my paper, did all the hw (which is really easy) and went to every discussion and ended up with an A-. I would recommend him. You can't expect this class to be easy, so don't give the professor bad ratings for something that is pretty difficult to begin with.",NA,NA
"Hakwan Lau","PSYCH 120B","Sensation and Perception","PSYCH","non-stem",4,3,3,3,3,0.009,0.134,0.161,0.107,0.103,0.103,0.103,0.103,0.112,0.018,0.018,0.031,0,2.8043,NA,NA,NA
"Carolyn Murray","PSYCH 120B","Sensation and Perception","PSYCH","non-stem",4.2,2.8,3.5,3.5,4,0.017,0.597,0.233,0.085,0.057,0,0,0.006,0,0,0.006,0,0,3.7876,"All things considered, I enjoyed this class. I can definitely see why it left some students frustrated though. In my opinion, Dr. Murray is a good lecturer and a nice/approachable person; with that being said, her exams were quite challenging. They were open note, but some of the questions were pretty jargony and/or required a decent chunk of extra intuition/thinking, which resulted in an okay average for the midterm and a low (especially for the Psych department) average on the final. You definitely need to study.","Winter 2024","A+"
"Ladan Shams","PSYCH 120B","Sensation and Perception","PSYCH","non-stem",2.7,2.7,2.6,2.8,2.7,0.028047619047619,0.309857142857143,0.159047619047619,0.107761904761905,0.112714285714286,0.0859047619047619,0.052,0.0537142857142857,0.0326666666666667,0.0157142857142857,0.0203333333333333,0.0149047619047619,0.00723809523809524,3.19955238095238,"I don't understand the bad reviews at all, I mean i get that other students can have different experiences w/ a class but the sheer amount of negative reviews surprises me. I felt like this class was very fair, and the professor is very clear on what is expected of you. Sure, there are times during lecture where you may be bored but the subject is pretty technical so that may be expected.Shams has changed the grading scheme so now there is only one exam (the final) that is worth 30%, 3 paper critiques (each worth 20%), and some minilabs (worth 10% total).  There is also a ton of extra credit offered, you can get AT LEAST 3% for participating in SONA and submitting an exam question, which is an entire letter grade! If you do well on pop quizzes and go above and beyond on the papers, you can get even more extra credit. But the 3% alone is unheard of, especially for a column A class. I'd make sure to do all the EC cuz it's very easy, and that cushion or boost may be very helpful by the time you take the final. Also, one thing that's great about this class is you don't have to show up if you don't want to- not even to discussion (never had a class like that before). I personally never showed up to lecture or discussion and got an A, but I still worked hard for it. I heard the discussion are really helpful though cuz you can get personal help from the TA since not many students show up, so you may be encouraged to go if you feel like the topics covered are difficult.So as stated previously, the bulk of your grade comes from 3 papers. For each paper, you read a research paper and answer some questions on it. They were pretty easy if you have taken psych 100b before, basically you just find the IVs and DVs, confounds, etc. stuff that should probably come 2nd nature to you if you've taken psych 100b somewhat recently. I was lucky enough to have taken it the quarter before taking this class so I found the papers to be pretty easy. I also liked that there were sentence limits to each question, since it gives you a sense of how much you need to write to answer the question, as I personally have a bad habit of writing too much. Though if you haven't taken 100b before, you may be wary about taking this class just because things like finding confounds and levels to the IVs aren't things that are intuitive, and the class has been changed to where the papers are worth more than half of you grade (I heard there used to be 2 exams). Also the TAs are limited in how much they are allowed to help you on the papers, so be mindful about that.I also felt like the final was fair- I was very worried about it beforehand just cuz it was the only exam we have ever taken for this class, so no one knew what to expect. She asks a lot of broad, somewhat superficial question so don't get so bogged down on the details to where you miss the main point of the concepts you learn. I felt like the book was not necessary, it tends to go too in-depth, giving you more info than you need to do well on the final. However, it may help you to read on some concepts you may be confused about. Just make sure you prioritize on knowing all the slides first. I just watched the lectures and typed everything she said that wasn't written on the slides. It's important you take good notes because the slides tend to lack material.Overall, I thought Shams was a great professor and it seemed to me like she designed a very fair class. Bottom line is, don't let all the negative reviews keep you from taking her class. I'd recommend this course to anyone that needs to fulfill the column A requirement","Fall 2019","A"
"Jared Wong","PSYCH 116A","Behavioral Neuroscience Laboratory","PSYCH","non-stem",4,4,5,4,4,0.128,0.2245,0.1404375,0.1386875,0.1346875,0.0739375,0.05,0.054875,0.024,0.0055,0.018375,0.00425,0.0024375,3.28503125,"I loved this class! The most difficult module was with Dr. Wong; we were tested on parts of the brain and given a lab practical to test our knowledge of associated systems, functions, etc. I studied a lot for this module and made Anki cards, created a Goodnotes notebook with all the notes from class + extremely detailed pictures/labels from the past year's lab practical + study guides that my friends and I created. Since I put in so much work into the Anki deck and notes, I was able to score a high grade on the exam and ended with an A in the class. I'm selling this bundle for $20. Text me if you're interested @ **********!","Fall 2022","A"
"Stan Schein","PSYCH M119N","The Visual System","PSYCH","non-stem",3.5,1.2,4,1.2,3.8,0.077,0.337,0.097,0.2755,0.137,0.0385,0.0385,0,0,0,0,0,0,3.52755,"Just so you know before reading my review, I'm a 5th year PsychoBio major with a computer specialization. I've completed all but two of my upper div electives for psychobio.",NA,NA
"Gennady Erlikhman","PSYCH 186C","Cognitive Science Laboratory: Psychophysical Theories and Methods","PSYCH","non-stem",5,3,4,2,5,0.214,0.2335,0.075,0.1055,0.1055,0.025,0.0805,0.053,0.053,0.028,0,0,0.028,3.2173,"Professor Erlikhman is honestly one of the best professors I've had at UCLA. This class doesn't have the most intrinsically fun or interesting information, but he makes it fun and interesting, which is the mark of a great teacher.  He is very helpful, always available and happy to help via office hours or email, and most importantly he is excited about the topics which makes the class way more enjoyable. I would take any class taught by him!","Winter 2016","A+"
"Zili Liu","PSYCH 186C","Cognitive Science Laboratory: Psychophysical Theories and Methods","PSYCH","non-stem",3.3,1.5,2.5,1.8,3,0.0124444444444444,0.203666666666667,0.208333333333333,0.148888888888889,0.148,0.095,0.0584444444444444,0.0652222222222222,0.00622222222222222,0.00922222222222222,0.00922222222222222,0,0.0356666666666667,3.12376666666667,"Don’t take this class even if you are interested in the subject. Rude and unhelpful professor who didn’t even tell the TA what was happening half the time. However, if you wanna learn from just the textbook and you already know stuff about signal detection, then it should be okay.","Fall 2023","NR"
"Larry L Butcher","PSYCH M140","Introduction to Study of Aging","PSYCH","non-stem",2.3,2,2.4,2,3.3,0,0.3645,0.186,0.0585,0.2125,0.079,0.073,0.016,0.0055,0,0,0,0.0065,3.3993,NA,NA,NA
"Andrew Hill","PSYCH M140","Introduction to Study of Aging","PSYCH","non-stem",4,4,4,2.8,4,0.363666666666667,0.325333333333333,0.0403333333333333,0.127666666666667,0.106333333333333,0.0213333333333333,0,0.0106666666666667,0,0,0,0,0.00433333333333333,3.72446666666667,"He curves a lot, so you don't have to stress if you get a high C or a B on the midterm. The class is supposed to be 2 hours and 50 minutes, but he will let you go after 1 hour. Sounds great, but I disagree with that! Although he's a great speaker, he rushes and he expects us to complete small readings within the chapters (almost 50 readings in total). Reading is not the problem, but I think he could spend at least 30 more minutes of class going over them. Always read the slides ahead of time, record the class, and  skim through the readings (he will include maybe 4 or 5 questions from those extra readings). Skim through the chapters because he included a couple of questions from the book material that wasn't on the slides. I learned a lot from the material, but I didn't like his teaching style.","Fall 2018","A+"
"Sean P McAuliffe","PSYCH 30","Web Programming for Psychology","PSYCH","non-stem",3,3,3,2,3,0.3355,0.28075,0.131,0.0535,0.0405,0.08625,0.02275,0.01775,0,0,0,0.014,0.01775,3.57825,NA,NA,NA
"Dahlia W Zaidel","PSYCH 119V","Brain and Art","PSYCH","non-stem",2.9,2.1,2.4,2.2,2.6,0.14525,0.3595,0.093125,0.17125,0.11425,0.03625,0.030875,0.026875,0,0.017,0,0,0.005875,3.516175,"I never post bruin walk reviews but the past reviews were so skewed that I had to provide more insight. This course is a mix of art history, cognitive psychology, and neuroscience. By far the coolest class I've taken at UCLA providing topics on the intersection of science and art in ways that I've never seen presented for. It was worth it taking this class just because of how unique the content is and I would recommend it. I enjoyed the small class size I wish I didn't have to take it over zoom but it was cool to find others that enjoyed these topics. The workload is pretty light because it is only 3 exams. You're not graded for participation (but you have to go because the professor doesn't post slides) and there's no discussion so it's not too hard to take along with other classes. You just need to be attentive and study your notes from lecture for the exams and you will be fine, although sometimes the exam questions are nuanced and specific or from the readings. Word of caution, the exams are only 18 questions each, and since nothing else is graded, you can only miss 5 questions in total to get an A-. The majority of the class did well despite this, and there would be a few students that would get perfect scores on her exams. Go to her office hour review sessions because she will give hints. Also, it should be noted that the professor is very blunt and it takes some getting used to and it's not coming from a bad place. She gives you the answers right after the exam and you go through it together which is so weird lol no other class I've taken has done this. She is old-fashioned in the sense that lectures aren't recorded or posted so you have to write everything down (this is kind of annoying for when you're looking at art or brain structures).  Despite the small annoyances, this is the one class whose topics will stay in my head and conversations forever. We talked about Van Gogh, Degas, Dali, and all these other famous artists and how their health conditions affected their art. Professor Zaidel even gave us some museum recommendations.","Winter 2021","A"
"Bruce F Chorpita","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",3.8,2.8,3.8,2.8,3.6,0.063,0.438,0.25,0.25,0,0,0,0,0,0,0,0,0,3.754,NA,NA,NA
